Date,open,high,low,close,volume
2019-12-06,438.4,448.35,436.6,446.0,2845350
2019-12-09,448.0,450.5,445.2,449.0,2006130
2019-12-10,448.8,451.9,445.5,448.85,2593230
2019-12-11,449.45,455.85,448.75,451.7,3936930
2019-12-12,453.3,458.75,451.6,452.8,5508850
2019-12-13,456.15,457.35,450.25,451.1,4586410
2019-12-16,450.8,452.65,448.0,448.45,3597230
2019-12-17,449.95,455.0,449.2,454.05,5215360
2019-12-18,453.0,456.45,451.55,454.45,4389380
2019-12-19,454.5,456.85,449.0,451.75,5095820
2019-12-20,452.45,453.2,446.5,451.75,5244610
2019-12-23,451.7,454.1,449.0,451.0,2999470
2019-12-24,451.0,453.2,450.5,451.4,1574240
2019-12-25,452.0,455.3,451.9,454.0,1649040
2019-12-26,455.7,455.75,452.5,452.5,1786410
2019-12-27,453.5,455.4,453.2,453.5,2784150
2019-12-30,453.4,453.95,449.5,449.7,3255130
2020-01-03,453.75,458.65,453.35,456.9,4376800
2020-01-06,459.0,460.4,453.4,455.6,6828930
2020-01-08,456.0,462.7,451.45,452.0,9251220
2020-01-09,452.4,460.95,450.7,460.2,4982540
2020-01-10,459.9,475.65,456.85,473.5,6695940
2020-01-13,476.65,482.25,472.15,481.15,4812230
2020-01-14,481.15,486.45,472.7,475.5,6553240
2020-01-15,474.7,482.1,469.95,474.5,4595510
2020-01-16,477.95,481.5,476.7,480.95,4124610
2020-01-17,482.45,487.2,481.25,485.15,4466590
